0.000000000000000000e+00,0.000000000000000000e+00,-3.273992600142266696e+01,4.918450874824622332e+01,-1.644458274682356347e+01
1.000000000000000000e+00,0.000000000000000000e+00,-2.387337661956573953e+01,5.151471409226231657e+01,-2.764133747269658770e+01
2.000000000000000000e+00,0.000000000000000000e+00,-2.902432161134101918e+01,5.777748111581829704e+01,-2.875315950447728852e+01
3.000000000000000000e+00,0.000000000000000000e+00,-3.055221406922320782e+01,5.159553645207088124e+01,-2.104332238284767698e+01
4.000000000000000000e+00,0.000000000000000000e+00,-2.755265915319792569e+01,5.359191347439447384e+01,-2.603925432119655525e+01
5.000000000000000000e+00,0.000000000000000000e+00,-2.947339050938755634e+01,5.076846329931648683e+01,-2.129507278992893049e+01
6.000000000000000000e+00,0.000000000000000000e+00,-2.675447344317646525e+01,5.010145612444025431e+01,-2.334698268126380327e+01
7.000000000000000000e+00,0.000000000000000000e+00,-2.165495115577444452e+01,5.064339654922012812e+01,-2.898844539344569426e+01
8.000000000000000000e+00,0.000000000000000000e+00,-2.433577195891449563e+01,5.527116091048440438e+01,-3.093538895156989099e+01
9.000000000000000000e+00,0.000000000000000000e+00,-2.583374923988322180e+01,5.366289411605007587e+01,-2.782914487616684696e+01
1.000000000000000000e+01,0.000000000000000000e+00,-2.802735802989033687e+01,5.490129417986423022e+01,-2.687393614997389690e+01
1.100000000000000000e+01,0.000000000000000000e+00,-3.175245657134216870e+01,5.214807304134479438e+01,-2.039561647000264344e+01
1.200000000000000000e+01,0.000000000000000000e+00,-2.770438736013019465e+01,5.529415460562953655e+01,-2.758976724549934190e+01
1.300000000000000000e+01,0.000000000000000000e+00,-2.860544660222863911e+01,5.463289193401575972e+01,-2.602744533178713837e+01
1.400000000000000000e+01,0.000000000000000000e+00,-2.769570139484765292e+01,5.884216131593874621e+01,-3.114645992109107908e+01
1.500000000000000000e+01,0.000000000000000000e+00,-2.884830342777220480e+01,4.993833381591100817e+01,-2.109003038813880337e+01
1.600000000000000000e+01,0.000000000000000000e+00,-3.499041356464220343e+01,4.762000565500372318e+01,-1.262959209036151975e+01
1.700000000000000000e+01,0.000000000000000000e+00,-2.588158694086525102e+01,5.154669268205066857e+01,-2.566510574118541754e+01
1.800000000000000000e+01,0.000000000000000000e+00,-3.287494068536602043e+01,4.940536258484681298e+01,-1.653042189948081742e+01
1.900000000000000000e+01,0.000000000000000000e+00,-2.359183613210523944e+01,5.355417870993329643e+01,-2.996234257782805699e+01
2.000000000000000000e+01,0.000000000000000000e+00,-2.956547234569176297e+01,5.864893122679816173e+01,-2.908345888110640587e+01
2.100000000000000000e+01,0.000000000000000000e+00,-3.246044395262913440e+01,4.924260083459986959e+01,-1.678215688197074229e+01
2.200000000000000000e+01,0.000000000000000000e+00,-2.501522533467232279e+01,5.545050077409125322e+01,-3.043527543941893398e+01
2.300000000000000000e+01,0.000000000000000000e+00,-2.834681027714045243e+01,5.245060664533269090e+01,-2.410379636819222782e+01
2.400000000000000000e+01,0.000000000000000000e+00,-2.801922702360635498e+01,5.464856356035677010e+01,-2.662933653675042933e+01
2.500000000000000000e+01,0.000000000000000000e+00,-3.255875581019559917e+01,5.094919196655962423e+01,-1.839043615636402507e+01
2.600000000000000000e+01,0.000000000000000000e+00,-2.163524394645161664e+01,5.103883079944214529e+01,-2.940358685299054997e+01
2.700000000000000000e+01,0.000000000000000000e+00,-3.086797828975796065e+01,5.039293265276515399e+01,-1.952495436300718623e+01
2.800000000000000000e+01,0.000000000000000000e+00,-2.665774995409521253e+01,4.919277579399582834e+01,-2.253502583990061936e+01
2.900000000000000000e+01,0.000000000000000000e+00,-3.187808451850533586e+01,5.245932695706547122e+01,-2.058124243856015312e+01
3.000000000000000000e+01,0.000000000000000000e+00,-3.536376301852859427e+01,4.739455169811483159e+01,-1.203078867958623910e+01
3.100000000000000000e+01,0.000000000000000000e+00,-2.585986587864502084e+01,5.763878809994162822e+01,-3.177892222129662159e+01
3.200000000000000000e+01,0.000000000000000000e+00,-2.893507335265058700e+01,5.833873982327337160e+01,-2.940366647062278460e+01
3.300000000000000000e+01,0.000000000000000000e+00,-3.047594883726278781e+01,4.879617080072665658e+01,-1.832022196346386522e+01
3.400000000000000000e+01,0.000000000000000000e+00,-2.663514787250663574e+01,5.429759857541448298e+01,-2.766245070290783303e+01
3.500000000000000000e+01,0.000000000000000000e+00,-3.111287769774335388e+01,5.691339353372734422e+01,-2.580051583598397613e+01
3.600000000000000000e+01,0.000000000000000000e+00,-2.846819646339150367e+01,5.181319336641342943e+01,-2.334499690302193642e+01
3.700000000000000000e+01,0.000000000000000000e+00,-2.707793976773033862e+01,5.119988694598472279e+01,-2.412194717825438772e+01
3.800000000000000000e+01,0.000000000000000000e+00,-2.758260972875434902e+01,5.616884341406512959e+01,-2.858623368531079834e+01
3.900000000000000000e+01,0.000000000000000000e+00,-3.043061910903935896e+01,5.626746346751668426e+01,-2.583684435847731820e+01
4.000000000000000000e+01,0.000000000000000000e+00,-2.124692033568784311e+01,5.107617465785782684e+01,-2.982925432216999440e+01
4.100000000000000000e+01,0.000000000000000000e+00,-2.453141954917088086e+01,5.107461586457825575e+01,-2.654319631540738555e+01
4.200000000000000000e+01,0.000000000000000000e+00,-2.795194769185237504e+01,5.538416353520981517e+01,-2.743221584335743302e+01
4.300000000000000000e+01,0.000000000000000000e+00,-2.989557578755145784e+01,5.904087888462266420e+01,-2.914530309707120637e+01
4.400000000000000000e+01,0.000000000000000000e+00,-2.426892863953275992e+01,5.181199376188769889e+01,-2.754306512235495674e+01
4.500000000000000000e+01,0.000000000000000000e+00,-3.284113109298701261e+01,4.834956261552788703e+01,-1.550843152254088508e+01
4.600000000000000000e+01,0.000000000000000000e+00,-2.781717163223567013e+01,5.664429036760901681e+01,-2.882711873537336444e+01
4.700000000000000000e+01,0.000000000000000000e+00,-2.725914118636379158e+01,5.088797477557567817e+01,-2.362883358921189014e+01
4.800000000000000000e+01,0.000000000000000000e+00,-3.565162853878652527e+01,4.641160159668852714e+01,-1.075997305790199832e+01
4.900000000000000000e+01,0.000000000000000000e+00,-3.067414119937907557e+01,5.021126704628183290e+01,-1.953712584690274312e+01
5.000000000000000000e+01,0.000000000000000000e+00,-2.629498291662796916e+01,5.055346048938997683e+01,-2.425847757276201477e+01
5.100000000000000000e+01,0.000000000000000000e+00,-2.426888361011814155e+01,5.181197847226025033e+01,-2.754309486214212299e+01
5.200000000000000000e+01,0.000000000000000000e+00,-3.069235080290052053e+01,5.086248773467553974e+01,-2.017013693177502986e+01
5.300000000000000000e+01,0.000000000000000000e+00,-2.388205602372915237e+01,5.086332214630589021e+01,-2.698126612257674495e+01
